City,Address,Coordinates
"пгт Володарское,  Володарский район",пгт.Володарское,"(46.77607254089135, 36.15773267795454)"
"пгт Володарское,  Володарский район","ул.Речная, 1в","(49.33943022879984, 36.08969602591965)"
"с.Кальчик,  Володарский район",с.Кальчик,"(47.4568121992637, 36.60403621954023)"
"с.Кальчик,  Володарский район","ул. Центральная,53","(48.66885984716246, 36.83070813662543)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(46.241851678932946, 38.72995206722817)"
"пгт Володарское,  Володарский район","ул.Калинина, 54","(48.47368723932319, 36.076893475685125)"
"с. Кальчик, Володарский район",с.Кальчик,"(46.35793971130192, 38.85896426550188)"
"с. Кальчик, Володарский район","ул. Советская,48","(48.41065485582823, 36.921991100039435)"
"с.Македоновка, Володарский район",с.Македоновка,"(46.75475873836819, 38.190570347808055)"
"с.Македоновка, Володарский район","ул.Гагарина, 78","(48.89576468292667, 37.9218469069146)"
с.Республика Володарский район,с.Республика,"(48.31084780224092, 38.48544498074599)"
с.Республика Володарский район,"ул. Ленина, д.2 ","(47.07580613616932, 36.07210476132021)"
"с.Боевое, Володарский район",с.Боевое,"(46.391735570166915, 38.63873241173283)"
"с.Боевое, Володарский район","ул.Сенатосенко, д.17","(47.67839908381139, 36.69978672138129)"
"с.Малоянисоль, Володарский район",с.Малоянисоль,"(46.84392553253173, 36.54268518700391)"
"с.Малоянисоль, Володарский район","ул.Димитрова, 12а","(49.80065422854469, 36.214455279184584)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(48.41803946411887, 38.11678629309333)"
"пгт Володарское,  Володарский район","ул.Ленина, 79/8","(47.16419831897879, 37.450346408665666)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(47.98008725362443, 37.266580416150575)"
"пгт Володарское,  Володарский район","ул.Ленина, 3 а","(47.813834675263315, 36.62973532774576)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(49.60401415682405, 37.07335481710069)"
"пгт Володарское,  Володарский район","ул.Ленина, 114","(48.990964231764316, 39.5621766172382)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(47.396220318663204, 37.86844828333348)"
"пгт Володарское,  Володарский район","ул.Пушкина, 131","(49.56909493918606, 39.24864492284759)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(49.78155862179453, 38.128223292749134)"
"пгт Володарское,  Володарский район","ул.Пушкина, 88 е","(47.828382774824085, 37.554470764439564)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(49.074434606877865, 38.365200607224125)"
"пгт Володарское,  Володарский район","ул.Калинина,141 А","(49.38027755607587, 36.205918526640964)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(48.95570310888182, 37.22089918990715)"
"пгт Володарское,  Володарский район","ул.Котовского, 25, пгт.Володарское","(47.23871011512802, 37.93144628112551)"
"пгт Володарское,  Володарский район","ул.Котовского, 48","(46.72822945481235, 37.914560721846584)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(46.84036301603624, 37.92758439484271)"
"пгт Володарское,  Володарский район","ул.Ленина, 108 а","(48.26409712062757, 37.09843915676803)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(46.34198781542887, 39.3483773589597)"
"пгт Володарское,  Володарский район","ул.Калинина, 14 а","(46.34477373757089, 36.46063523949749)"
"пгт Володарское,  Володарский район",пгт.Володарское,"(47.65479886027601, 38.486488223421254)"
